"";"CTL.1";"CTL.2";"CTL.3";"CTL.4";"PD1.1";"PD1.2";"PD1.3";"PD1.4";"CMP.1";"CMP.3";"CMP.4"
"TC0900003038.mm.2";11,0480548568233;11,1004326808255;11,0495643498119;11,0734012957664;11,1702989843225;11,0783277857217;10,7471044049795;10,9392308201539;11,1365109131793;11,3470474440059;11,0802211165132
"TC0300002731.mm.2";9,39793478186741;9,218018589564;9,25621387703634;9,26583765351862;9,06965481519528;9,34453607552023;8,6198856440392;9,0170536927678;9,11045176511189;9,19786857611398;9,28751634665329
"TC1800000694.mm.2";2,49934735577859;2,48646232098067;2,3732244371237;3,10420370890077;2,31120522408703;2,35276710861665;2,67461954942526;2,28721725761344;2,69648978533759;1,88374792206827;2,63191438198498
"TC0800001085.mm.2";8,27507010472108;8,47742972226124;8,46047359328224;8,23569103110613;8,53017563655363;8,9396741579886;8,35289364895205;8,44053825951495;8,51542101913691;8,641063534249;8,28165140766373
"TC1900000300.mm.2";8,655376732539;8,63315915505428;8,67814023183952;8,70465521695539;8,72846579158962;8,93266279518982;8,38882989370451;8,64404849527168;8,62604253710232;8,90139717713516;8,87065687902712
"TC0200002700.mm.2";11,3524438216864;11,4156378182642;11,3660594498747;11,4253463348946;11,4168766683383;11,4959043020259;11,6619500078113;11,4336387603139;11,3548488199136;11,2645286786785;11,3776274281948
"TC0900003041.mm.2";2,50285411949819;2,74944335584498;2,34421616705148;2,27792853414652;2,52378109818267;2,87215361912646;3,4045858328568;2,89066079493794;2,72342704988092;2,62203807469655;3,68459709559333
"TC0300001130.mm.2";5,11784143943386;5,36643869226393;4,85537901090939;4,92679769030827;5,35610212527784;4,85922011057309;4,15046003011891;5,52181448595984;5,34580592987715;4,60331285023233;5,24000576122268
"TC1000000704.mm.2";5,48741190133652;4,33062647394905;3,90954084400735;5,24665047017697;4,69024893591972;4,49797600214615;4,62900741305001;4,29115567538072;4,76778462521615;4,13682691694278;4,27833815857737
"TC0400002077.mm.2";12,5297898984454;12,5040697617445;12,5475114656246;12,6693486034818;12,5058258822538;12,5343736467784;12,2509162156292;12,5190155265882;12,3776452694153;12,5331354282932;12,5277612030482
"TC0600003121.mm.2";5,13751678460698;5,3204643596023;4,8118568069669;5,3353175737286;5,26696085372297;4,89483196515646;5,04826907626595;5,15447510669789;4,78112820818178;4,91078657920476;5,47315454228318
"TC0300001802.mm.2";8,47590338038109;8,44851376260961;8,24847364653175;8,57140101722907;8,80960027642622;8,9158314762957;8,39044668738738;8,42002555621782;8,33627884499702;8,29348537777265;7,99810573741443
"TC0900001012.mm.2";7,6446088924947;7,67059236502683;7,41760560048459;7,50395153602347;7,86036473879371;7,77335223485003;7,48771202157811;7,12090699943873;7,39665148064346;7,30128464150431;7,42212157848675
"TC0600000006.mm.2";3,99583668338726;3,04080791894916;3,31127103012155;2,60350602041864;3,06885261639043;3,14657385900936;2,84591314509285;2,86597552137679;3,36248693311028;2,47492759031895;2,40873664798869
"TC0400004179.mm.2";8,39639471725858;8,18659350600903;8,13924885900695;8,30079497655486;7,77002319560851;7,97249532260467;8,60152333932863;8,03573619281483;7,80494963613233;8,10298064189505;8,11249966155186
"TC0600000775.mm.2";10,6213653825083;10,756800885825;10,5467955578109;10,6737002462769;10,4698206775515;10,4610320470208;10,4316468220458;10,4301430363917;10,3893095301427;10,3434681430321;10,3970615426165
"TC1400001524.mm.2";8,51138657694294;8,36843533777516;8,62794214620687;8,795156903399;8,72586108441651;8,90653604649333;8,71898926701004;8,7411170930392;9,04552007477931;9,30257058023272;8,87388156681931
"TC1900001072.mm.2";2,35409588334502;2,56647459844542;2,28357887679076;2,44734990539187;3,21132602690918;2,66555178454145;2,81458204495444;2,46896915778892;2,926746463528;2,84703320992392;2,78338819889482
"TC1900000160.mm.2";7,5521785402702;7,49537705307077;7,64536804151539;7,65678354362571;7,82276456496665;7,8221333700213;7,60328770596821;7,8108705305923;8,16631616319759;8,06576371390528;7,92207432006144
"TC1300000090.mm.2";6,00442239889506;5,77320162048073;5,700655654028;6,30803127178705;6,21023114101696;6,07509119811753;6,92384052855439;6,07203079451612;5,49423136377181;5,76445162335488;6,19699994610496
"TC0300001493.mm.2";8,84930248710257;8,97881207444008;8,90713213621362;8,84152186945476;8,83736597439804;8,86249182956462;9,19498180498723;8,88891161326499;9,04155263312063;8,8818850035304;8,93442483296357
"TC1000002520.mm.2";7,95048941623824;8,21993624187274;8,30367541341203;8,20053673393961;8,32066661154084;8,52355598276679;8,39466435987314;8,29048772016388;8,07075896228359;7,85864803923644;8,17854622506013
"TC0700000241.mm.2";5,72096034107163;5,9899907469908;5,57828883342618;4,63526177242963;5,81482506277763;4,98382755423825;5,74225115964181;5,12895762644447;5,51866080263504;4,3205203730913;6,31339505219833
"TC1100001474.mm.2";6,5062560316265;6,125394046618;6,09064345906024;5,74176479685825;6,42670619003014;6,47212446982423;6,82401425092694;6,64355470271455;6,50123752970389;7,79866030560133;6,48196407081629
"TC1700002187.mm.2";2,97955623444854;2,75206023090317;2,67963085773282;2,5294093441013;3,10154529825758;2,88522126342241;3,39342927177087;2,46875834203335;2,42295390200048;2,58751120725683;2,87699413984068
"TC0800003239.mm.2";9,29097060812498;9,30310812518025;9,25895166816498;9,14829174831755;8,97814037888983;9,15259125963659;8,50914818598252;9,22485136057209;9,18908919939031;8,87203486505516;8,8479567741597
"TC1400000963.mm.2";3,76386725351239;3,94179371412035;4,12122340350684;3,66328621744539;4,23934699574343;4,78241828197107;3,1682158525691;3,90383222732384;4,06474580963314;3,78724414286176;4,23632090690079
"TC0500002677.mm.2";2,88231582702969;2,66291397923192;2,7158262906898;2,7722453679027;2,48878352109547;2,46382548263664;3,89942764888692;2,68355116946657;2,54272826390491;2,47989253600181;2,21326892592053
"TC1900001541.mm.2";10,2360361020154;10,268836975632;10,2374570409593;10,0800468903028;10,361697981773;9,85340941684452;9,53742671052728;10,1821025421058;10,2501406103863;9,99447237685021;10,278621514132
"TC0800002758.mm.2";12,2150862332308;12,3531772800629;12,3134563280172;12,3768342810939;12,384337281666;12,2994254968493;11,8819590324244;12,2950133912453;12,1757107686302;11,974070945774;12,3295156289273
"TC1100000960.mm.2";3,08498690246562;2,71796274574949;2,97395480714287;3,0167239276754;2,85219038568148;2,56191250491558;3,12552167219437;2,22493152671324;2,56285257932025;2,78013450719207;2,75993542917869
"TC0200003699.mm.2";2,97096801097;2,26476353452286;2,11653500708667;2,02923940903678;2,07458094822955;1,92140713490736;2,74696455342168;1,93804118012851;1,77124845148052;1,51561410227722;2,32261510986797
"TC0400003917.mm.2";8,06834465812388;8,6636309438144;8,3004975403157;8,04149402669541;8,64952498436883;8,45911097080569;8,71101853035277;8,41490400110029;8,98021903998398;8,71420538673187;8,52172063016361
"TC1000003213.mm.2";8,47766658254491;9,05232229538598;8,60667545858184;7,76619326931219;9,02550235913177;9,06642824795595;8,68111598143032;8,483880139479;9,82857331004883;10,753991330074;9,52529042802022
"TC1000003214.mm.2";8,81033093951624;8,99090178486604;8,43346848672386;7,60372212557375;8,76113115959926;9,16401711337605;8,70801598127322;8,51626055376519;9,74008480778381;10,4304440272179;9,43372390174263
"TC1600001460.mm.2";2,57315880846985;2,42813933043209;3,1270948808679;2,91515083322515;2,37447394797752;2,24610826100122;3,25477233206721;3,30001295806742;2,52250912162675;2,826030304547;2,61975965184215
"TC1500000585.mm.2";9,20340556304705;9,37034207765813;9,55595955421411;9,04169459164219;9,50761652691632;8,96640789710827;8,54990571088521;9,28883347338914;9,4233076653404;8,81858287965201;9,53589253640417
"TC1900001691.mm.2";7,73553049365221;7,74974249452841;7,82193218501699;7,86128963449536;7,69689860377546;7,75371458966421;7,76907731295807;7,70872371297928;7,81193368009698;7,7087929230241;7,72104157231354
"TC0100000916.mm.2";9,93966477708974;9,94957662687335;10,1423794946748;9,91972611473098;10,4316430332176;10,4338357942884;10,0675590599467;10,1884569329623;10,3939480656243;10,3031169432485;10,3600111970359
"TC0X00002211.mm.2";4,39228285458191;4,15598836886559;2,43184151965772;3,51703917507441;3,46906724237266;3,94936437647945;4,20341877507043;3,489954669093;4,45302287810573;4,60788078198278;4,36007002479168
"TC0X00002207.mm.2";4,72388446851794;4,77688901870144;5,32148844603384;3,48606272398246;4,46485373729389;3,95208290833332;4,76761493821365;5,03518395632881;4,84263380088364;5,77124148346757;4,51666308068704
"TC0500003610.mm.2";2,32119923135356;1,84611541558965;2,06938958914461;2,40652730077072;2,11658143963264;1,69659695192445;1,86920247982234;2,71973415115921;1,93745139644082;2,14465053324203;2,18715644942718
"TC0900001853.mm.2";6,89533104762419;7,03321896233847;7,07837470422972;7,44097634018395;6,95761385035365;7,03387179035642;7,11479222120861;7,14365885045823;7,30341886884406;6,87110848545963;7,29918939903753
"TC1200000959.mm.2";7,5035992902889;7,79143308435727;6,9944467642133;7,14488032476815;7,47847116631857;7,97761629684726;8,00375823946739;7,71761926980058;7,95857744792232;9,25232665336079;7,88309023361608
"TC0400002737.mm.2";5,62698626480691;5,38446441610715;5,3912444595933;4,65792164434553;5,14808687916987;5,47048649010706;5,83043936526632;5,45594565137898;6,68448337565771;6,47405271954454;6,61540366006175
"TC0500003043.mm.2";7,328585633831;6,94246621037397;6,69157729906024;6,84636695001264;7,10048071717484;7,01814136913093;6,24809671635627;7,09875944165059;8,1215333868599;8,82302610754173;7,9768358833597
"TC0400003691.mm.2";5,07080175274151;5,05296868603323;4,82608884589794;4,92603821576023;4,7428282220003;5,42411202855856;5,38283948691639;5,64503560069739;5,14299344667937;4,49735698574078;4,84158094945771
"TC0700002828.mm.2";12,6734007450807;12,73319647889;12,8485338714244;12,8674134915285;12,7287184705798;12,7549228182123;12,0037346365495;12,569725741358;12,3553014535443;12,4165891264577;12,6443433925959
"TC1700002804.mm.2";8,27523683961052;8,43039896473981;8,41647289297949;8,24611113077223;8,64047218762246;8,34722022999091;7,84951036433259;8,74106438384695;8,63543908252696;7,75641394228689;8,65566845629184
"TC1300000284.mm.2";3,84700561029988;3,86448642013901;3,96370576430696;3,75033063701888;3,55678812416189;3,87292131777247;3,62935445751183;3,30258122874338;3,30376950890319;3,60945555872825;3,38850547670719
"TC0X00001682.mm.2";4,48620515978412;3,92136024848328;3,4969891448899;5,22804678047573;4,45844006209333;4,24043518858412;3,67274673024255;4,40359681544111;4,56167582732354;6,05764007423345;4,95468759021719
"TC0600003311.mm.2";9,05165713702194;8,83026287241561;8,78474544126959;8,62968530380633;8,74516447401778;8,34386365007142;8,41566828014219;8,70094777364361;8,83923674794428;8,25920372962171;8,57845959500019
"TC0600001146.mm.2";5,41009136231059;5,48913931214961;4,07226314894946;5,12963563085812;5,08930597185896;4,35775508500806;5,48367584838723;4,30968940491615;4,77203112530741;4,60639082860483;4,34427815423486
"TC1200001729.mm.2";3,97293470336979;3,97414795728672;3,72438293202883;3,64771694204314;4,54837264378426;3,68740078199233;4,53652191925764;3,11661542124048;3,78179392506508;3,75260696398106;3,6753434659659
"TC0600001953.mm.2";8,81177642019808;8,99131571662866;9,08117657118838;8,74093566840277;8,72349564766695;9,26232185346231;8,7043655741731;8,97023097561444;8,83345324747813;8,93551635602157;8,93970467719987
"TC1900000213.mm.2";2,92172073636299;3,52877831218913;3,94518178099606;3,44635661522783;3,72455489124448;3,38007827106599;4,08442691506907;3,14442663273758;3,51106813226588;4,21043140871653;3,16346595756662
"TC0X00000653.mm.2";2,89498271119112;2,76177022811087;3,71645279510603;3,63931328930927;3,02200287539932;2,92863952866237;3,2572393963098;3,21887795205054;3,14403652861512;3,05049948177289;3,51229859266554
"TC0800001126.mm.2";8,38683050742424;8,4639583268356;8,48017398987433;8,55201969622697;8,4799354527953;8,22931065744407;8,74903574584473;8,35404881363788;8,80024804354525;7,96208315575656;8,68479643708137
"TC0100002743.mm.2";3,82195268628494;2,60616808113828;2,70014355695364;2,00656531663384;2,1433453890177;2,55055329396837;2,46328699737418;3,2027047196788;2,4713760107595;2,88545118767586;2,8968983491251
"TC0100002499.mm.2";7,57872324990335;7,58956915943218;7,64916626758226;7,63739902073844;7,69673868300751;7,63757239813899;7,54097482218235;7,5540486474631;7,48725492055339;7,63760307781425;7,64916626758226
"TC0500000384.mm.2";4,43352644354483;5,01239759121426;5,0448717941537;4,95379860732474;4,41545088898838;5,14996619563353;6,19368827691739;4,71974690038292;5,0448717941537;4,67781237367231;5,01771015040103
"TC1900000866.mm.2";8,2387377110731;8,02235589951537;7,8427864477795;8,08745327063898;7,98585214064884;8,15030625532008;7,45510927707591;8,01434548836409;7,86787298417383;8,08876682004796;8,04725156117332
"TC0900001402.mm.2";12,2885639718208;12,2985545346757;12,2853315172297;12,2339773942624;12,4396703053444;12,2929342103432;12,2658961169778;12,3900535031479;12,524681423438;12,4241455782745;12,3987344459026
"TC1200001955.mm.2";4,91603341933272;4,8802373872683;5,64391461315083;5,13666812816079;5,12813213848855;5,20132015234281;5,58288622886693;4,56931450296658;4,94344010616914;4,62846783380379;5,2338885868203
"TC1100000638.mm.2";8,05132626605927;7,78891123013193;6,75170962737844;7,2718530973847;7,3958165260387;7,06265685802475;6,96276242926878;7,45439363392639;8,3412401538301;8,01708454674313;8,71523968373133
"TC1300001534.mm.2";3,00203695117531;2,88744640923471;3,20177182290163;2,88989516680902;2,51461293173111;2,52470067444168;2,45361548310872;2,65143583012746;2,88999129563086;2,85662469510974;2,33315967406899
"TC0800000394.mm.2";8,58316158459805;8,56896454561696;8,31823855876684;8,60887960215361;8,22884938728206;8,17220799630502;8,71894960843999;8,4472526244645;8,20026576486946;8,50556844811243;8,27601336388984
"TC1100002227.mm.2";5,2156535332831;4,75196138086788;4,24702109707199;5,32339281760647;3,80876075933427;4,36296169010994;5,2805144078727;4,38178616347753;5,12477369875678;4,71778307927065;4,96378798140178
"TC1100004084.mm.2";8,55144646470522;8,89150558001819;9,034365700614;8,67348179352364;8,68508317204926;8,82441593460146;8,82961829144225;8,50305107361081;8,77579488575435;9,43700987017633;8,80844439715045
"TC1100001570.mm.2";4,84638348131198;4,81001827216322;4,30690445393029;4,0258328478332;3,99256988096916;3,15701966590868;4,30842929407275;4,45886833048101;4,33844485712797;3,9970028603651;3,95378250891873
"TC1500000561.mm.2";3,64016744364899;3,99878325162857;4,03663569155957;3,51156841570837;4,43300950630124;4,57476542594898;3,64628251993977;3,66774477441622;3,87202043644047;3,42110169636743;3,89825448966376
"TC0600003123.mm.2";3,87567616122521;4,29934743486068;4,66076056235991;4,43710216297459;4,31160947009515;4,35738372281702;4,23166961308479;4,0215611746428;4,14235740427931;5,11248060391855;4,09572041207606
"TC0600003122.mm.2";7,36112667203179;7,49669831747206;7,72300491795528;7,83928268473663;7,89591906471956;7,82658629798291;6,9244716532353;7,65369047808163;7,29233382532934;7,19411823107235;7,52973202827803
"TC0600003110.mm.2";9,9607078659392;9,87702552611355;9,7627451444098;9,88866913859037;9,75941482631653;9,61208995255864;9,96872162607511;9,64581807608557;9,80398648970957;9,73533067303789;9,64850019646808
"TC0600001425.mm.2";11,0047477951486;11,1793735010897;10,9548647785396;10,9440572847188;11,0039487239833;10,9192042129023;10,9828029541277;11,146385887439;11,0833042032132;10,7554682035792;10,9723235059507
"TC0600001433.mm.2";10,3671016285829;10,3518112670232;10,3507867494301;10,552672950922;10,4129174521154;9,87772468983234;10,6312033881123;10,3842778881504;10,4201283217743;9,52710908709976;10,1915081599323
"TC0600001432.mm.2";6,73277434490525;7,1191376751781;7,26528820496971;6,63946338277764;7,46452251723717;7,36772761637436;7,15015418817345;7,3788702503692;7,12715794391242;7,11655392497029;7,10856937944213
"TC1000000903.mm.2";11,2382748915448;11,2842803532428;11,2979659260646;11,3437058426643;11,3646046200986;11,5275580421416;10,981928505238;11,3974260968864;11,2658397897296;11,2993302683239;11,4167748292354
"TC1100000654.mm.2";1,84678500474357;1,80911621656626;2,73661456830312;2,28512003615532;1,91647793898316;2,064150634182;1,81949371305736;1,77900842307921;1,72576724780831;1,70284574513637;2,2840136417554
"TC0300002207.mm.2";3,16166347241057;3,3208675987101;3,69350530111535;2,7870677472526;2,5913971008082;3,39274439666951;2,8690254410157;2,71051690771388;3,00216505740305;3,11557595541903;3,15430631034854
"TC0900001695.mm.2";7,17957007612812;7,16132007649176;7,03389856746934;7,2303690360053;6,62083194465226;7,10994081446795;6,51028203237189;6,93941831471431;6,7855898804021;6,22520329225274;6,65680349271611
"TC1400000385.mm.2";3,30516242517685;3,65699957512236;3,65447050209025;3,02564360080833;3,05698602610872;2,49059682024925;3,28536840445351;3,21601844139559;3,17440419378396;2,41505590760878;3,26544443382883
"TC0600000735.mm.2";4,95395111451567;4,80060323119401;5,17125440933804;4,91963530129817;4,71284505516824;4,74227989611661;5,35949132828685;4,5857106638314;5,04879138594821;4,99112556993938;4,25598268113185
"TC1600001993.mm.2";1,6658945284642;1,65892005603497;1,86233416699276;2,14760614807872;1,54868818374206;2,02589736329327;2,38268879561795;2,04940861092897;3,26708471283099;1,8686297671834;2,20437747987256
"TC1000002121.mm.2";8,81815342002015;8,83768205927799;8,90690897048793;8,33758268752023;8,73693857728709;9,24549970039742;8,2795530810406;8,77664489180705;8,60318358141016;8,76908926297948;8,25130937067216
"TC0400001445.mm.2";2,4292355044475;2,4292355044475;2,35658919123082;2,33016952460307;2,4292355044475;2,58398097688288;2,41625779214536;2,5780899469427;2,63972828879442;1,97105250365367;2,22280841922839
"TC0700002619.mm.2";5,59992923086196;5,28270276763729;4,6791062167995;5,65780149350913;5,40624493772853;5,08894263449695;5,29252530789744;4,58346087554515;4,84443026923723;5,26551929209901;5,27059016259115
"TC0200003142.mm.2";2,83000065966011;2,4410770673526;2,98320300304626;2,37930437141141;3,08004452778548;2,8205626925515;2,98848476685604;2,38444396017672;2,61775602220542;2,38245790240216;2,5108344524346
"TC1600001184.mm.2";3,4438312044371;2,96519184408028;3,07594596307208;3,30104566766562;3,01299844719489;2,36611694307955;2,4746550185081;2,12552416806862;3,36266303382874;3,72798590117631;2,71740927026976
"TC0600003321.mm.2";3,4944765551299;3,44938161596699;3,21586887061162;3,09477238085554;3,59219573013008;2,8849165598732;3,32594912371151;3,61832927222458;3,13969440840159;3,32594912371151;3,32569126291557
"TC1100004062.mm.2";3,38888483349265;3,4861758518654;3,0342663186936;3,05318701506205;3,52844452340585;3,03960929356627;3,00052497672245;2,79204320233865;3,36275812826787;2,75964753153062;2,86724537919229
"TC0700003025.mm.2";2,87139630654967;2,67309842562885;3,16826977968697;2,2770717515219;2,83082824969678;2,61084301073154;3,65911243651777;2,08569084057576;2,9524093279532;3,29895741963988;2,57054716932885
"TC1800001243.mm.2";6,47730363669896;6,39368680152523;6,44717049225905;6,46089699868548;6,81791070080451;6,6637783608949;6,77146514780489;6,85741175440823;6,86206391549771;6,99820229715458;6,45583059237531
"TC1000001745.mm.2";4,51730243725246;3,19092386239554;4,33560301028109;2,78966076919977;4,09156342105727;3,92546703384767;4,41074515632361;4,03434611837793;4,31404086439738;4,23401614636086;3,41539060436176
"TC1100001688.mm.2";11,787590668402;11,9860866236609;11,8431213079167;11,7311217069156;12,1146789815392;12,1306873150563;11,9937777282593;12,0125886478535;12,2686808598057;12,3499388180048;12,0754454294295
"TC0500000848.mm.2";4,56210267485831;3,62541891540977;3,45931888738819;3,87811530047792;3,1265255774863;3,59038290196508;2,82765938321069;3,59342569498668;4,72347532444127;3,83914138520536;4,3084376192739
"TC0200001812.mm.2";10,7435603131074;10,6301016945052;10,652635948366;10,5281921656615;10,624379546975;10,5557901899015;10,5292217617548;10,7087333320049;10,6928514826965;10,8402341941876;10,5375707969779
"TC0200000620.mm.2";12,4629218046075;12,5674881023987;12,2943257734054;12,2488139714015;12,2226900849651;12,2176821094744;11,7536044772217;12,3269198325295;12,1629652472025;12,3776493255023;12,2296527197098
"TC0X00003322.mm.2";2,50585265449591;2,61144153910257;2,68427980474867;3,22157402527347;2,33266435945483;2,29192662679866;2,56980323273954;2,7631436258794;2,60715818985275;2,27477708770497;2,58377052602602
"TC1200002294.mm.2";3,87869862017597;4,04757787768697;4,34924077715596;3,90681455679269;3,8424362538227;3,55701125668517;4,78351793606929;3,57696224311523;4,07938445386655;3,35908266863803;3,58988725226442
"TC0600003316.mm.2";3,07341564344994;2,80834384161842;3,62018361608919;2,81582066176462;2,84156126407437;3,08791084122375;3,22992628964415;3,32152281433131;3,33810270918983;3,02570199272267;2,52298686947935
"TC1100003156.mm.2";6,74408511971879;6,49863786759902;6,31545343704117;6,41805833066977;6,43302140721782;5,66291192662398;6,02017105707931;6,62975079127657;5,92517642949495;6,06704642682527;6,39964565416711
"TC0500001801.mm.2";2,91251479428997;2,67217648262106;2,81512979284283;2,83150839550143;2,72986767648756;2,97636099164697;3,13918049781435;2,9343164922074;3,03056967589511;3,08374963241944;2,77699601431372
"TC0500000707.mm.2";2,4169380642218;2,15456367263655;2,84311319741657;2,48819523633839;2,89596393345753;2,00723510641211;2,65950094225087;2,35287106028743;2,37741113497944;2,62501071349299;3,18711223198184
"TC1600001214.mm.2";10,2101705818137;10,0048194636831;10,0165996686106;9,79883889786903;9,98814903404584;9,71572531638885;9,63445993041753;10,0891643239999;9,76862003202316;9,76760160932861;9,89393261873322
"TC0X00000901.mm.2";6,06892842313002;5,76149894164604;5,86071941333659;6,40305735308728;5,91435064148584;6,24696388344959;6,30879642136481;5,77874232043612;5,93714974514293;5,87732710229968;6,42969322511856
"TC0200004965.mm.2";7,09951538124535;6,86796516338869;6,85618040564751;7,01601988336957;7,0811589227801;6,90885769187019;6,58994009599783;7,07180905465042;6,96526767536897;6,96804082561038;6,69432664647357
"TC0900002719.mm.2";9,59153705541879;9,65552273754127;9,59002448848193;9,23764220795233;9,73804094364948;9,65558835085408;9,23638605461703;9,59202909309574;9,51452184907078;9,60113548546422;9,77059530725392
"TC0100000135.mm.2";4,84239801598851;4,77340719109893;4,7508767164891;5,21776689618712;4,52123069525336;4,20677216499803;4,95332062278345;4,05540369236597;4,69439574651427;4,7265950515319;4,27397190022324
"TC0900001048.mm.2";10,1322979811235;10,542607748944;10,6523111094125;10,4546790522206;10,4947892336461;10,6930734055465;10,6020172751905;10,5054180762503;10,1559245375329;10,3178319043814;10,3267148997195
"TC0300002725.mm.2";10,4712584413516;10,5679485308394;10,7016695845725;10,4923601086145;10,609066450515;10,4466763739651;9,91020511723516;10,5122720012567;10,4378451102501;9,90417661846336;10,617657813984
"TC0300002724.mm.2";9,09349577028637;9,43560674444633;9,38254498746792;9,43751067343404;9,53801847656927;9,60907839076114;9,43648908702045;9,44200394337664;9,26664750832649;9,38386103310246;9,53672963569448
"TC0300003246.mm.2";4,23284949247765;4,25351195627733;4,17952801681728;4,57438639737516;4,09429196713563;4,33671681198923;4,16643266056907;4,18267768006794;3,92377529839903;4,76535373262361;4,28536881384998
"TC0300002728.mm.2";4,4771860942931;4,2853840355795;4,24258976302531;4,35188246327118;4,15745131144376;4,14351406922587;3,67937079420732;4,42074095441576;4,38486341878237;5,40848745659764;5,07694928293767
"TC0300001124.mm.2";7,89617594828608;7,72388883759321;7,8556283916743;7,95427850607267;7,8731289481913;7,82236379492611;8,14358336238466;7,91350528712501;8,19350574114137;7,36166620066612;7,78891043534034
"TC0300003245.mm.2";6,38925850005626;6,83816634066149;6,8411025968103;6,71593186631626;6,77752569184698;6,9363545782064;6,84089598198422;6,8928041944257;6,98499448505748;7,15464381426657;6,98967509986841
"TC1900000897.mm.2";10,8194379090319;10,8292915520767;10,8579488366932;10,6915997098654;10,9226816550411;10,8050596282874;10,8328026747662;10,9305039463032;10,8573134484401;10,481120123333;10,8624609213256
"TC1900000896.mm.2";11,8675181820405;11,8494071910486;11,9061598072078;11,8150917320312;11,8718851329915;11,9724761882337;11,7486777982754;11,8971166769367;11,8033712242795;11,5842960446509;11,8312485916407
"TC1000002383.mm.2";3,85971350254794;3,86610520780601;3,92605843087138;4,63569647335423;4,00950324933434;4,9570302082836;4,98317825254791;5,30675038169168;5,19409900828769;5,06347611159876;4,96078071675901
"TC1000002385.mm.2";5,6077781462534;5,6231554604201;5,4657181957024;4,94980386207201;5,31711932262101;5,2839044715466;6,14572781505932;5,72966413999216;5,70184205223406;5,90568895907937;5,71262895690458
"TC1900000727.mm.2";7,79632520117091;7,85593229842437;7,70585209654321;7,98447201423662;7,71087114362069;7,41090451187098;7,72944978372967;7,75760707802829;7,74874767627572;7,34816733936251;7,85777231492704
"TC1200000869.mm.2";7,51006830423772;7,68195718236226;7,45007661172093;7,15445710066521;7,2990699656709;7,51406926323873;6,52656693882485;7,64622468096369;7,29583687411734;7,47554611779449;7,2123926626013
"TC0700000879.mm.2";10,7387750892776;10,5945250023126;10,5378072142884;10,2733767770352;10,4806807395296;10,3822714795363;10,4109842963019;10,4367918379795;10,4043176278295;10,4511651573136;10,4845397474137
"TC1700001975.mm.2";7,62734279318176;6,87062378807195;7,3442600659679;7,63682493196218;7,37950579162436;7,30633547852423;6,29315929678246;7,36570530698453;6,84693335467153;7,46489732636426;7,31885095108952
"TC0500003369.mm.2";10,773797384701;10,6153783215781;10,5828350295352;10,49643298538;10,4897440617643;10,7054421087869;10,271760356991;10,6079898807474;10,4557231706552;10,6827864948453;10,3641891018382
"TC0800002744.mm.2";9,03051397790838;8,87277161894363;9,13780862892922;9,28841052422685;8,64490195695853;8,75417709200394;8,89365356520219;8,94893109656575;8,8093643731472;8,69434236934148;8,66584295804607
"TC0100002698.mm.2";11,1871091465981;11,0407368188498;10,9749690624018;11,1352383806842;10,9695276777408;11,0549224238093;10,9138797013625;10,8753603572636;10,8773571401415;11,1330444626815;11,1213429904689
"TC1500000679.mm.2";9,03093822677321;9,0373020944871;9,32557303273457;9,21115113943884;9,25214218579227;9,03476464232932;8,29857865648765;9,01350261748691;9,10867266060632;8,81832315355957;9,03565422225895
"TC0600001238.mm.2";8,84698333204308;8,86454857591523;8,91822703169976;8,81708536381443;8,87069866476923;8,82747760906151;8,65322827336404;8,83850711447788;8,59074850235993;8,97869064967089;8,75438790956845
"TC0700004481.mm.2";2,40596628330579;2,81676802245334;2,40088598067099;3,21412983478206;2,16306487620461;2,58014065765109;3,80248626733883;2,35364003588072;3,22299294093522;2,5786425197494;2,86816256129891
"TC1700002204.mm.2";6,98430887782102;6,80524245586255;7,23511390299789;7,11387769392609;7,33461136793311;7,20743057392603;7,449712957112;7,16628878986589;7,46374432311835;7,22968022137219;6,937704329293
"TC0400001340.mm.2";2,70654719724205;2,49049603876504;2,84919939068458;2,81582066176462;2,66430757371896;2,79777705758427;2,0898487949308;2,99523708048492;2,39249547738195;3,36269973883546;2,53817269531859
"TC0400003433.mm.2";2,83001856189155;3,52106055883474;3,29381268190421;3,24213149384312;3,59738390028784;3,41048875332357;3,97902643224581;3,32854332817913;3,75031525889248;3,47402514085044;3,67115371048702
"TC0600003330.mm.2";3,85996260683285;2,9716572909574;3,0170792002585;2,94648809055139;3,17530630028942;3,09244407935746;4,14673424159306;2,97443931997558;3,94000574343342;2,77097417868704;2,6250851406665
"TC0700001366.mm.2";2,35061493019818;2,38057668485389;3,16295621184494;2,77243089056948;2,87768080900911;2,75045404752462;3,09158153917211;3,17697293191873;3,08713308838647;2,85628623927613;2,66283759402129
"TC1100003034.mm.2";2,29187721399238;2,04268990332211;2,25854397216496;2,52356945264928;1,91557145562734;2,28791488749216;1,95566428599154;2,28568268548522;2,95109995608715;2,28017770990322;2,19638169765418
"TC1100002844.mm.2";7,43900987866922;7,35786922354079;7,37719943716283;7,61424708211661;7,56289845167142;7,33102071766144;7,9298167563185;7,4193908347887;7,428420186091;7,173857440845;7,40883609397191
"TC0600002763.mm.2";7,90070837144104;8,04445165150436;8,13144672387157;7,87465787549487;7,98319408370207;8,05333048422627;7,771909747737;7,93430733827719;7,78361143949967;7,64749262353237;7,54737309510084
